"Raman Shift [cm -1]","normalized1","normalized2","normalized3","normalized4","normalized5","normalized6","normalized7","normalized8","normalized9"
"1408","-0.8131668422586418","-0.18817221205772683","-0.36277277921367845","-0.38038039980704735","0.24472014335921327","0.18181060350898803","-0.47648598476166215","-0.35453494797455803","-0.5032255483287766"
"1409","-0.7409735895687289","-0.08812113014357889","-0.27307194351792335","-0.3227009667119607","0.26045571705565","0.22235785889098603","-0.3959250330769381","-0.28034566768611097","-0.4720587715847056"
"1410","-0.6408095879185616","0.010640184049389111","-0.1783892878224412","-0.25951929257409967","0.28590531720807477","0.2614402688636445","-0.3130018842381364","-0.19301249878583296","-0.4173855086090472"
"1411","-0.5252662679021016","0.10564412604645348","-0.07974007541604838","-0.1896165184335429","0.3184899589313849","0.30092326574415906","-0.22043635651516738","-0.0996237735199079","-0.3578775460752888"
"1412","-0.39434353165223823","0.21663266987967875","0.020337488208653387","-0.10080401332573594","0.3542422258214409","0.3405732150642297","-0.11661056337860176","-0.0032172998234182653","-0.2990265401797368"
"1413","-0.1696304208370414","0.30535612331320566","0.12184344956412066","-0.006733034724282006","0.3907815200378215","0.3808561961326487","-0.002333314531572923","0.0830428044519985","-0.24357828191230063"
"1414","-0.2048341960081674","0.3853871399679221","0.21767077110710348","0.08406438993234659","0.4218594374409286","0.4213053801846478","0.11632873503793967","0.17637135221077765","-0.19977027488179833"
"1415","-0.31966701147557525","0.413540572541743","0.30832716001886507","0.1620811486093638","0.4501533427565443","0.4661185912206302","0.23614008243396864","0.27778106035279865","-0.15442231423592873"
"1416","0.05077281821436316","0.41819546450692907","0.3856902917242926","0.22804858369237951","0.47318351964276967","0.5117970263485028","0.3522474283310816","0.3680320257113621","-0.1058867981143113"
"1417","0.4405990096760234","0.3993519604542423","0.4350384069883891","0.2809916352828478","0.48876779581153307","0.5569409870525784","0.4565618775103303","0.42585908336083567","-0.05636032158407138"
"1418","0.673530344488085","0.3323329020305074","0.4578945289232744","0.31798506866740145","0.49591411820617126","0.5735623810164131","0.5409945378356043","0.4431612718691621","-0.008039473607622492"
"1419","0.6591369110665741","0.23317868910528589","0.45882758212397406","0.3385413809077674","0.49382880308198035","0.5670252674428781","0.5897719727616858","0.414875523137469","0.005576367103194797"
"1420","0.5805682863560729","0.1216313206438878","0.43986825076404784","0.3331534893136174","0.4803297361207944","0.5410611031567335","0.6028942937370751","0.3622671757879139","0.010298388672676547"
"1421","0.4962034918469991","0.022368260046711476","0.4040625235065128","0.3032840835532905","0.44867277253890137","0.4977687427505754","0.579148265737533","0.29647525857090234","-0.05098716509921616"
"1422","0.41634482392516586","-0.04363462198026399","0.3549640442587124","0.25112717706809773","0.4029238623185552","0.44134614580092324","0.51853400650024","0.21851249037167883","-0.10743700123816761"
"1423","0.34728818921558746","-0.09982060243761696","0.2946035151685433","0.17717038125358475","0.3471489752205879","0.36829464586880556","0.40891814088902234","0.13141685241380668","-0.19529633278364988"
"1424","0.238095297002256","-0.1276815347084128","0.22399634589985934","0.08482658462485217","0.2844223509758024","0.28234577898536717","0.2773989341998776","0.04531474334857489","-0.31950757052559514"
"1425","0.12883024172904284","-0.18397505245441959","0.1461885492990111","-0.017859639022389368","0.2204959743215053","0.1888637231362443","0.13975005863013476","-0.0570084753042095","-0.4948982123306916"
"1426","0.022354891153267508","-0.24278981063154484","0.06321084580993876","-0.11674939509816208","0.15665897521112707","0.09297944484255816","0.010127390135548432","-0.13808536680699013","-0.6346989559183297"
"1427","-0.06931141022510577","-0.26957740373002526","-0.01986014235721319","-0.2140365460536759","0.08973762884193544","-0.0011089957525097208","-0.09650429233508412","-0.22829477220495467","-0.7751549887487824"
"1428","-0.14788552183248618","-0.295184284024379","-0.09591718969862821","-0.305089315704431","0.02092193085087019","-0.08780412792481805","-0.17852705221408458","-0.30738398138130335","-0.8174152147321005"
"1429","-0.21393961454396693","-0.31467480659594144","-0.15379187034100425","-0.38454460381591565","-0.048895627553686004","-0.1636075455398268","-0.23432294964435965","-0.36826448709648746","-0.780151308848742"
"1430","-0.2606054084704098","-0.2984360170354556","-0.1980528793731681","-0.44655175867045477","-0.1183266595175741","-0.22595374855041042","-0.26874523934689704","-0.393721471600417","-0.69686257968272"
"1431","-0.2953231695879956","-0.29088687580176975","-0.2312383084861082","-0.48989180134003757","-0.1856852323721148","-0.27834124006831074","-0.27653592599743126","-0.4262853467709291","-0.5153775193790621"
"1432","-0.32267144919429763","-0.2821562665121587","-0.2574091908118802","-0.5177336530442233","-0.2481944675540092","-0.32310234374464747","-0.26618830644768277","-0.4831707487182063","-0.3581612642709183"
"1433","-0.3437947418612732","-0.26360693464219837","-0.2862106950116871","-0.5381216802977231","-0.30605271546717194","-0.3611699720284885","-0.2559024710168433","-0.5167839281277411","-0.23564788498684977"
"1434","-0.3621269055951222","-0.27842396498451777","-0.31611969944644347","-0.543986342823087","-0.35578883033803754","-0.39604256473475313","-0.2646874063738733","-0.5220616380161507","-0.1522305550000203"
"1435","-0.5636788972263864","-0.32413942257108913","-0.35931960619458003","-0.5487349910633833","-0.39571679512926483","-0.43308439389524594","-0.28243170523889316","-0.49596589306103883","-0.18698981370484083"
"1436","-0.5203386843970454","-0.3847128505679866","-0.4168255269577751","-0.5584617913367895","-0.42920849639997344","-0.47346153961082055","-0.30428180519915865","-0.47292605517781316","-0.2591971830488484"
"1437","-0.46676628598752856","-0.4206603478187832","-0.4850837234980592","-0.5770669501161485","-0.4558671491930342","-0.5195062188276057","-0.3286197393312463","-0.4367399350686009","-0.32272200518900945"
"1438","-0.44531479834160337","-0.45665900545712573","-0.5574945553850147","-0.6062567139874476","-0.4769819218979693","-0.5658539809449298","-0.3526141876398396","-0.3944958564278974","-0.3308844435612054"
"1439","-0.44224779534827163","-0.46556356824055367","-0.6284736740975297","-0.6443245066774976","-0.49433783613887217","-0.6129711458278845","-0.3871851221634821","-0.38163581102294747","-0.35178157299984153"
"1440","-0.4466905561762394","-0.4720511201325677","-0.6939596722593301","-0.6881011097102021","-0.5092240166390686","-0.6589916944718809","-0.43799466314015423","-0.3424649987256896","-0.3843148073080077"
"1441","-0.45807051148943645","-0.44033934154987797","-0.7514140835758106","-0.7349048430628049","-0.5221361660949572","-0.704615134408701","-0.49331358293720295","-0.3164759345654764","-0.4306805844408862"
"1442","-0.47352571902932006","-0.3988069051159997","-0.7856072033735523","-0.7886358797558535","-0.5314872900761481","-0.74797540233026","-0.5482882981348347","-0.32594640587768037","-0.48483775746427643"
"1443","-0.49076657368730775","-0.33511492474613785","-0.800599992304785","-0.8412495293114517","-0.5408474718948343","-0.788139339394929","-0.599683021218774","-0.362775269083795","-0.5358026256672858"
"1444","-0.5080758074675021","-0.2653034126836391","-0.8090834417453802","-0.885676184755791","-0.5522991474691857","-0.826506081214577","-0.6430486114748424","-0.415823487134762","-0.5912633244145764"
"1445","-0.5248808314845664","-0.19060599382095317","-0.8120726030969564","-0.909239462751791","-0.5740735802581713","-0.8607430337623837","-0.6581623797225361","-0.4861035947532076","-0.6567112944957066"
"1446","-0.5411813939221298","-0.11102242402792861","-0.813120767192706","-0.9116953749514103","-0.610732536034286","-0.8913163606288683","-0.6599887716939766","-0.5493123508145781","-0.7140235796452363"
"1447","-0.5564048959689519","-0.012979937090135308","-0.8152735686910585","-0.8988942407004786","-0.6585070578444516","-0.9112287883807504","-0.645291985402686","-0.6297528025533007","-0.7604540283995633"
"1448","-0.5699787338086783","0.041828453393747266","-0.8180230904143341","-0.8800991885622913","-0.7153141407926105","-0.9225790566915514","-0.6274186597984006","-0.6848943496632514","-0.7817238730424624"
"1449","-0.5836196666723318","0.06944325178143332","-0.8223843559787822","-0.8570163899135262","-0.7788724070431466","-0.9281655772531877","-0.6294222269852116","-0.7562547657696015","-0.7899145877427564"
"1450","-0.5973274226839339","0.04271968057401762","-0.8298800312367455","-0.831108236486665","-0.8450161305966936","-0.9312532019401795","-0.6666715678616556","-0.8134550218616714","-0.7817308273312951"
"1451","-0.6111017248878439","-0.05314838085947718","-0.8410174764319347","-0.8070061565278474","-0.9090836871976731","-0.9334741374496504","-0.7278418682801103","-0.8919371045499407","-0.7566230985486608"
"1452","-0.6243699492061305","-0.18484630244091824","-0.8547810968900352","-0.7810533032243104","-0.9710746542927103","-0.938093188940191","-0.7890703644287612","-0.9167662191688765","-0.7349104313612018"
"1453","-0.6382764924893923","-0.31042239309794495","-0.8777700297874519","-0.7569060001804723","-1.028410035780264","-0.945109894251128","-0.8535924299139921","-0.8788285866609378","-0.7220842081126211"
"1454","-0.6533934044063842","-0.45825528023594203","-0.9043998227199705","-0.7409020622302703","-1.0801967869981242","-0.9540573041807071","-0.8744916508670167","-0.7831872617246062","-0.7175949132468068"
"1455","-0.6731544395370177","-0.6011996486558719","-0.93010131459026","-0.7393792969586213","-1.1260377145224387","-0.9672672260340022","-0.83478089988365","-0.6602210739910102","-0.7121062739572196"
"1456","-0.7090061354960406","-0.7158117751549925","-0.9553818297022256","-0.7401487881341405","-1.1658331260801504","-0.9845058945520914","-0.768838179026409","-0.5504351627702184","-0.7072654470436902"
"1457","-0.7580864742308684","-0.8218332182424252","-0.9721186475290396","-0.7212707087602547","-1.2001775304274076","-1.0046065936602098","-0.6912234429529833","-0.45079153316479353","-0.6997770350039147"
"1458","-0.8060865920888062","-0.9143282263854701","-0.9721890402138583","-0.6883515267067258","-1.2287728372055216","-1.0278019732603496","-0.6132610435204469","-0.36534060689464865","-0.7121567100222278"
"1459","-0.8409869882061425","-0.9871271787574761","-0.9555926607736963","-0.6477290201984007","-1.2495357818442063","-1.0540914272563808","-0.5406130305347621","-0.2971201741601931","-0.7191421849719262"
"1460","-0.8250127656261163","-1.0303588546155007","-0.920298557760646","-0.6062285052050755","-1.2620690503962462","-1.0879057273238604","-0.4797503496404936","-0.23094066635244098","-0.7092004614819082"
"1461","-0.7707551195839819","-1.0242811067636324","-0.8647834215281434","-0.5645809755737884","-1.266570354482479","-1.1283112916119424","-0.4391661918997848","-0.17692828976138578","-0.6883720328909727"
"1462","-0.6908052399494515","-0.9874016084015393","-0.7905698305544958","-0.5240049628152871","-1.2634357311328261","-1.1715757332957344","-0.4390827906150215","-0.18267659777230566","-0.6610498691722715"
"1463","-0.6017607053244487","-0.9098491266629881","-0.6986727065112734","-0.48376881021328366","-1.2540529426320237","-1.2176983478513217","-0.469388634999306","-0.1985665656499999","-0.6316269324984479"
"1464","-0.51277864268131","-0.8051958653823138","-0.5977217025144694","-0.44533480673258746","-1.2409006514681538","-1.262480235363345","-0.5126921126462596","-0.03321082580362334","-0.6055945208936652"
"1465","-0.4301544634644531","-0.6746753712451489","-0.48314758314638756","-0.4082150530432121","-1.2251682201431349","-1.2951919834554664","-0.54189481030777","0.15643292018601074","-0.5884439244832842"
"1466","-0.35617717953736494","-0.5355614357762652","-0.3630723370172713","-0.3726529599077621","-1.206656536084485","-1.3176986660249097","-0.5327294597930662","0.2306216985603623","-0.5582078325746425"
"1467","-0.29084642920849235","-0.4372083442720382","-0.24917148991935528","-0.34059833849749305","-1.1858606864870054","-1.326267771047381","-0.49894707650331177","0.245050322314812","-0.5406968781371554"
"1468","-0.23874058140517657","-0.39688987994447383","-0.13941402974010594","-0.31156326640047777","-1.1660526332756984","-1.3239304802062326","-0.44701857414956503","0.2240220434835533","-0.5139437344967528"
"1469","-0.19814223732659492","-0.38375907494657185","-0.05207490727980696","-0.28749753928814575","-1.1504051378895637","-1.3137179496241624","-0.39473945867651716","0.17665064941071662","-0.47135787895048376"
"1470","-0.17420209681999252","-0.36573509191966985","0.01741515144521229","-0.2740075338266207","-1.144272786222393","-1.2991277731655386","-0.35019843508840043","0.11204992800457735","-0.4398482640561678"
"1471","-0.1634857238738759","-0.35145464432686935","0.04773531564909375","-0.2788935721048701","-1.1468612884143743","-1.285756604146536","-0.30166616071418184","0.02819472656320345","-0.412824350907284"
"1472","-0.1740055172133549","-0.319941674083517","0.040408979403804876","-0.2870413452458587","-1.1584672538472984","-1.2785013749225664","-0.25399573335246095","-0.09314220330726825","-0.41005584162327186"
"1473","-0.2011823455360599","-0.2761312902294622","-0.0005022089948507973","-0.3074700224790307","-1.1817674659084585","-1.2778275896416267","-0.21001799729902518","-0.1982913072394137","-0.4172637749253287"
"1474","-0.24387112397870214","-0.2237247322116544","-0.054691816797464446","-0.33652259059711476","-1.2172568319670374","-1.2839674945936996","-0.17094599319895554","-0.24472197146266786","-0.4481769460706138"
"1475","-0.2974927098865117","-0.1997375983981032","-0.10743754520770239","-0.36883562031125144","-1.2639426081443106","-1.2992523950427075","-0.13880165723459648","-0.2911666832734346","-0.48357383054728803"
"1476","-0.3563232708399117","-0.1757906216832655","-0.16838425219300737","-0.3941702225673931","-1.328270149335631","-1.3232147895380997","-0.14998516018888527","-0.29003167262634993","-0.5503633316175933"
"1477","-0.41864536280423115","-0.17656073871844574","-0.2309320111438509","-0.4110633133569255","-1.4027011088937296","-1.3607514790547905","-0.19883388229178597","-0.24131682665532533","-0.6106520649345986"
"1478","-0.46557127545657717","-0.18107186550439333","-0.2930497307757526","-0.4273151588315933","-1.4821764886843303","-1.41232783576159","-0.25865380635349017","-0.24324724049343352","-0.67432458943225"
"1479","-0.5033963414335926","-0.17945270140939706","-0.3532139609318593","-0.45413883320380616","-1.5521164637950315","-1.4737445711921988","-0.3270179030159892","-0.28164596581723095","-0.7067825351005553"
"1480","-0.5384158875555899","-0.16306580668710302","-0.41040889256780144","-0.4898274554511093","-1.6190654576422423","-1.540802369977015","-0.4027124882310535","-0.37372761519911907","-0.7239513344135735"
"1481","-0.5860827070685946","-0.14054785143477053","-0.46006516357495786","-0.5212168247957791","-1.6815346916706773","-1.6104680482061695","-0.47805267573898624","-0.4415194850239688","-0.7285762867433736"
"1482","-0.6406729327087807","-0.1106645788529831","-0.5021822469946773","-0.547087588921282","-1.7375394852888437","-1.6762099194397744","-0.5510158731007575","-0.4931225074570411","-0.699788293046078"
"1483","-0.69245629719393","-0.05367374811422796","-0.5372672568662904","-0.5862097392699078","-1.7866819307511412","-1.7326624284397363","-0.6086593370783233","-0.5265113038625749","-0.6529635883082269"
"1484","-0.7351365794239718","-0.034969819913783305","-0.5617661047941623","-0.6232250969262894","-1.828464917984462","-1.7816901750895129","-0.6477471168986692","-0.547761543094074","-0.5859048994534504"
"1485","-0.7618452103272181","0.035519777942681824","-0.5761858881530514","-0.6405815213226908","-1.8621929595496018","-1.8190937077123266","-0.6642343576561515","-0.5497846901418331","-0.5397995215399478"
"1486","-0.7594178526730255","-0.011244091783808323","-0.5820489944607317","-0.6399848977981272","-1.8873688904400145","-1.8500028147504788","-0.6512450509567729","-0.519416423245276","-0.5003683832667044"
"1487","-0.7341497918134545","-0.10369682738460163","-0.579354855022324","-0.6272852372091824","-1.9037930430049392","-1.8716173793473228","-0.6144411298876548","-0.47387135048125545","-0.4752992789314568"
"1488","-0.6843235188336818","-0.21839456946660132","-0.5645493478094389","-0.6019944547018854","-1.9097780967812947","-1.8823034151841331","-0.554631124666672","-0.4182125070644569","-0.4481164323102849"
"1489","-0.6145172809599823","-0.32078866629744973","-0.5345859915659836","-0.581907400855444","-1.907702878479444","-1.8804269079840417","-0.47141021143147666","-0.3331997831420612","-0.4133274955369652"
"1490","-0.5155731109200505","-0.40224163293151005","-0.48743359502152667","-0.5475217120517362","-1.8948882616935259","-1.8629544251665833","-0.3659913613016422","-0.2006056992008805","-0.38301361135673617"
"1491","-0.38806284963945487","-0.4664546328342231","-0.42309155540926413","-0.48396669520226826","-1.8731179669333058","-1.8261528108269665","-0.23837419127591633","-0.059922742995596794","-0.37749349150113765"
"1492","-0.24572219830861677","-0.4838144615991173","-0.33648276867740745","-0.38831650532429013","-1.8415971364117145","-1.766288880727559","-0.09179391277326038","0.09289973211992651","-0.3698570589991812"
"1493","-0.0879783015352981","-0.44321588971181525","-0.22760661479103753","-0.2598392420349087","-1.80032428393445","-1.685226982715766","0.07900771458173322","0.25684921840080766","-0.3282516811996059"
"1494","0.08287999217122413","-0.3446584707085716","-0.0934165694325651","-0.09487772523039982","-1.7479094448107262","-1.5820326557428834","0.27524443704533663","0.4511658291305271","-0.26256177766536126"
"1495","0.26284681445107566","-0.1980126758427771","0.06456505704654643","0.10632487256293743","-1.6833593257050403","-1.4606692755550887","0.49691665586288486","0.6555970686484109","-0.1568606816036845"
"1496","0.45135035527827316","0.043608832366865295","0.2483695079190358","0.34401293275106193","-1.604986379495567","-1.3225346404404659","0.7262289826801734","0.8397641318344075","-0.01773776332251613"
"1497","0.6443847587849134","0.3123439228430031","0.4600280352566193","0.6135553938463335","-1.5051525301778672","-1.1680935929201377","0.9239501907427938","1.0026545137662146","0.18720881789128252"
"1498","0.8493910157222115","0.6044914651097854","0.700556601435672","0.9081272499254981","-1.3890132477816337","-0.9954786294544135","1.1131343376883875","1.2404682878315532","0.4173410547893937"
"1499","1.068086702983616","0.9040116804456914","0.9664023343167933","1.2204159587790306","-1.2482361731386056","-0.7986240467991067","1.3318001309556469","1.5400413783519118","0.7341669148850395"
"1500","1.2999000357225947","1.2146066398189306","1.2590888633244328","1.5487157565979195","-1.0887701179280116","-0.5824260019481743","1.5799479950375712","1.9226391649424273","1.0761798787336099"
"1501","1.5459762615059656","1.5338090925073418","1.5735403863723512","1.8886393900910563","-0.9383823645127732","-0.34944830549400424","1.8676896058480088","2.351807060007833","1.4439298561000358"
"1502","1.8051712662115806","1.8665549844731524","1.9077270059768525","2.237749795648439","-0.7931041656528653","-0.10855199409818266","2.1905764487667687","2.742484187896839","1.8258849851698722"
