"Raman Shift [cm -1]","noFluo2","noFluo3","noFluo5","noFluo6","noFluo8","noFluo9","noFluo10","noFluo11","noFluo12","noFluo13","noFluo14","noFluo15","noFluo17","noFluo18","noFluo19"
"1001","-7.220449607640564","-9.971328558061526","-40.12866685624457","-7.984495684883844","-13.213212995507567","-12.140331404637735","-10.797437391071952","-27.053713304995362","-10.776056587908775","-10.365899187723983","-4.668168684333175","-16.364227533379417","-6.502817581841658","-7.067186850633311","-44.09158325718371"
"1002","-8.799039677886357","-11.89045091204435","-45.30846240212947","-9.030543739747053","-14.859822044832352","-14.196109613511151","-11.026641472080641","-31.48406130100876","-11.611567231444692","-11.212365864044608","-5.978841675182008","-17.554911784466302","-7.10418225950515","-8.618978079552782","-47.57281846206956"
"1003","-10.23488229218122","-13.72065980278517","-49.6016575028044","-9.851828596726923","-16.231675632406365","-16.086771535790234","-11.225644434537145","-35.307456249714974","-12.280748563762248","-12.170015325529759","-7.131675747062507","-18.423376751192112","-7.541693520181046","-9.998025342652488","-50.13303502140374"
"1004","-11.557892116193514","-15.511100983757519","-52.9681967505407","-10.55927851029173","-17.32748631602402","-17.833386386997258","-11.393021629854342","-38.36222080442046","-12.830989217571318","-13.176679730633271","-8.132600211274077","-19.03152007007461","-7.804147404837971","-11.108844839445757","-52.01109847690563"
"1005","-12.79280132695118","-17.265609612432527","-55.39450418640901","-11.189919778430706","-18.214758258752006","-19.416871327285456","-11.597790244862978","-40.82101827172162","-13.255073080976826","-14.151638667955034","-9.044841810205805","-19.473507534099923","-7.866317557347141","-12.094424085797566","-53.40990721407796"
"1006","-13.84109101332951","-18.87511566039665","-56.418188613462114","-11.679304761705323","-18.77492983797073","-20.691223537869273","-11.57502514685633","-42.44602072522671","-13.4621093454672","-14.78165219940009","-9.804659789623608","-19.635964976271175","-7.647150586740861","-12.925712735127913","-53.898141254505695"
"1007","-14.83512276978847","-20.50470980657041","-57.21857306450633","-12.353208114865575","-19.382464466976195","-22.026081572856217","-12.285801105445799","-43.7808547038692","-13.66294796453564","-15.217156801876433","-10.734409086904336","-19.771256143494288","-7.364142299036122","-13.635294655653755","-54.46778109646479"
"1008","-15.691956473669084","-21.95148131109942","-57.63141364185925","-13.045215192376158","-19.936462382772596","-23.36621386080797","-13.438233178667597","-44.65215985703457","-13.791707576064638","-15.422869618182409","-11.75696835018233","-19.77407342070459","-6.995524170604445","-14.213266770916587","-54.96035892268001"
"1009","-16.40682023641315","-23.144765937553075","-57.71621932329227","-13.725020405634051","-20.423709148831556","-24.63631889714318","-15.071603862374662","-45.2972152225698","-13.845515018919809","-15.239757925281042","-12.782737426098684","-19.698993192679943","-6.58370238192806","-14.637758480019187","-55.41687550856598"
"1010","-16.92342885719703","-24.054263826823004","-57.61680655056707","-14.356168092264948","-20.80868009988666","-25.74807490512897","-16.965209273444238","-45.80284337916248","-13.864364463063126","-15.060311597742487","-13.774232915183081","-19.519291495702262","-6.165401392418628","-14.895064217959511","-55.80294611597588"
"1011","-17.277636769311716","-24.647252056998273","-57.34675043635424","-14.946552805707366","-21.075687202183936","-26.648889786727516","-19.05309518805702","-46.132961941737946","-13.843965525176568","-15.20212610258942","-14.710795611291275","-19.23259773685944","-5.7441248099223845","-14.955439204371034","-56.11278889902688"
"1012","-17.460629730519052","-24.988657493106416","-56.979508434893226","-15.511296996102573","-21.156309198758823","-27.292257450256482","-21.17954129254201","-46.23321351095696","-13.709694572694392","-15.753725687375997","-15.557500453122302","-18.87666222976344","-5.3406951008041705","-14.846773839605003","-56.293112826834175"
"1013","-17.487943953004493","-24.785399008829877","-56.43786381943741","-15.996220382003566","-20.998854411715428","-27.62446776123739","-23.17099934725689","-46.25934750675693","-13.43771317758856","-16.481378838805195","-16.29253294916479","-18.4585036336578","-4.949553493269616","-14.550196796465132","-56.381015268080574"
"1014","-17.332773349285905","-24.267622268611785","-55.634447420555865","-16.327072027402494","-20.53659803726027","-27.6054739811666","-24.856300915692938","-46.115779199973424","-12.986021835858702","-17.192177895927156","-16.895909950468546","-17.980625571263793","-4.574505677787397","-14.08156178344035","-55.80982933404037"
"1015","-17.057623444778795","-23.44613064502506","-54.57785549970619","-16.569692853536502","-19.848375189529467","-27.313818370538755","-26.12499688101336","-45.864243043483526","-12.32632933919465","-17.930300885564655","-17.359446606992883","-17.45791981667973","-4.204341517173838","-13.452589766874484","-54.86881276749677"
"1016","-16.59242847877637","-22.292272561262727","-53.32015119768556","-16.58145757098417","-18.971872301902735","-26.71336571457438","-26.539066044723583","-45.3863702545409","-11.476744562096117","-18.319080121020455","-17.666790956802558","-16.871849676510067","-3.849564901605171","-12.67123959893288","-53.328974029726744"
"1017","-15.935187732472313","-20.861855500295906","-51.80703264974776","-16.31278772287608","-17.815042972761972","-25.853825061511674","-26.48652556108408","-44.71543431983183","-10.491545157207925","-18.090038916732542","-17.799391268890105","-16.218865641533615","-3.516188144692779","-11.766185698709217","-51.21890031985387"
"1018","-15.065419441534521","-19.25318252611026","-50.02237404757773","-15.849498737761547","-16.43989888371539","-24.740047113055958","-25.996018569597013","-44.01950017201641","-9.413940260316227","-17.56848366524154","-17.76379150193671","-15.504162680880196","-3.2088023215865857","-10.784070805796134","-48.56533342028717"
"1019","-13.990996351186839","-17.741612089963827","-47.93652515538254","-15.10937055736083","-14.935798495593199","-23.319705189736542","-25.210700184973383","-43.29841066096822","-8.284292905489394","-16.823469827205017","-17.54487207708666","-14.735127391278644","-2.932077365533684","-9.763501342551692","-45.444705928633795"
"1020","-12.74455073988618","-16.296188368046366","-45.5116716955314","-14.165107443057828","-13.261841638172157","-21.617064312180364","-24.09629469483826","-42.498559884909696","-7.13958147403152","-15.915063573585455","-17.180825336708054","-13.920369880606705","-2.6813800388318723","-8.697100940616615","-41.93455768284844"
"1021","-11.33407113382789","-14.99551005324474","-42.66484984048982","-13.019278845194673","-11.388929413904663","-19.737124775149173","-22.542250921680044","-41.70447231863728","-6.038146360835668","-14.92251840368096","-16.693767718132822","-13.069116424383704","-2.4657534496785374","-7.704448991586622","-38.17995122019898"
"1022","-9.755840470719397","-13.80506194884494","-39.75018196078238","-11.711246552559343","-9.291153763482068","-17.72040205008645","-20.611491787701556","-40.91724281135334","-5.018820795320208","-13.933704130312305","-16.030240236572133","-12.185458547392","-2.2823278733651384","-6.792933014109199","-34.23379834734372"
"1023","-8.184263925401057","-12.926686079136534","-37.028824450265056","-10.282771841876608","-7.16347727294601","-15.79669605962708","-18.384125039092286","-40.06233407235818","-4.18538745946573","-13.086492386741192","-15.326225489774949","-11.351612540069535","-2.097313022749033","-6.004731649000536","-30.522949029248522"
"1024","-6.7053295856890145","-12.328109998087575","-34.67671265282273","-8.802853545168466","-5.1437410967461545","-14.05009542797033","-16.69475145822038","-39.2098014031664","-3.6068768449873208","-12.397677592530526","-14.559443696499343","-10.603603902454052","-1.8906523477101607","-5.342407316197524","-27.16353824911909"
"1025","-5.4234013021550105","-12.019636064202707","-32.71562173112635","-7.344977324848438","-3.238897421851123","-12.585522600807836","-16.083322834280725","-38.423004579380816","-3.3340424220971387","-11.930256759982859","-13.756048155275952","-10.012418261538052","-1.696183228327293","-4.8171342340289165","-24.33770098427473"
"1026","-4.407671634501644","-11.986114966587706","-31.130264250333354","-6.0455829198263435","-1.5611037676144162","-11.445473747858795","-16.37541152814667","-37.72114775185575","-3.3940209290422283","-11.657507561448968","-12.94472263553751","-9.624583013280056","-1.5335703081510526","-4.407464602737785","-22.229322930814742"
"1027","-3.7243378897445814","-12.104021473238983","-30.02708631254059","-4.947225304659862","-0.2347745803295479","-10.65991190213503","-16.803876172484465","-37.13195847832841","-3.751606574683805","-11.415157411130368","-12.14765799580152","-9.505018529819703","-1.4070357356893926","-4.12980725177178","-20.944533257270194"
"1028","-3.4037099478186708","-12.44299684599803","-29.503249198460225","-4.172166380105786","0.6852842736744786","-10.261958166812619","-17.771787854962046","-36.68501042652924","-4.402258574410987","-11.095515058954875","-11.37941498542835","-9.673424632400115","-1.3166459276322262","-3.9822637749959844","-20.773362575647003"
"1029","-3.46586436738991","-12.950224685459265","-29.383481540524883","-3.7121465670530234","1.1338859424616279","-10.252528622619748","-17.53983243672366","-36.47388897587163","-5.233240666731986","-10.616140541945242","-10.712044437683225","-10.141003102937212","-1.2632373658930311","-4.011695777018066","-21.810411540488335"
"1030","-3.929375013393857","-13.522330060896438","-29.865035843781705","-3.5835913762995846","1.119897950464026","-10.67585200813831","-17.176464754921923","-36.471008220043885","-6.164744204741264","-10.007265473748275","-10.180428139127665","-10.868730340514382","-1.2668494477896428","-4.179712699221642","-24.117567757115676"
"1031","-4.741395375411744","-14.106941442129076","-31.034567712139328","-3.738443099106671","0.6043778503074181","-11.539549525733806","-17.8452987672769","-36.64714951557717","-7.103130281407298","-9.356586860735318","-9.865123467125478","-11.781647602416797","-1.3863260318779675","-4.5215369404872545","-27.58364829373497"
"1032","-5.85543228699699","-14.654205674862002","-32.791550340281844","-4.111609695812761","-0.35193653599457964","-12.763617256168612","-18.896866585525874","-36.94573935402532","-7.97411311089525","-8.846871932597539","-9.761729766479448","-12.856759940825976","-1.599452249485565","-4.971047142163853","-31.997537845716245"
"1033","-7.163442543558013","-15.157770975349024","-35.030981759233015","-4.605649046777169","-1.5844978420216267","-14.191282003171496","-20.077852098246492","-37.46262887667939","-8.707685052403727","-8.551442586465287","-9.891304581141641","-14.037331468005895","-1.860420011898052","-5.505660120383002","-36.898070861225946"
"1034","-8.661341500921655","-15.59240103617434","-37.790397395913395","-5.190293589787232","-2.962449640389803","-15.753564191147516","-21.05245367580319","-38.09875899313984","-9.280166078446479","-8.837798381750623","-10.187678050174235","-15.317096370288539","-2.16796462865601","-6.102391735571856","-42.15998516444442"
"1035","-10.188581432344533","-15.96321811752884","-40.655690362168684","-5.805728387421397","-4.401806539716","-17.374971777375578","-21.822637116839477","-38.81297062067655","-9.601408605450043","-9.560482626780413","-10.668175226414073","-16.62887011529566","-2.426467609427206","-6.7470425928840365","-47.42833548216387"
"1036","-11.654498001471994","-16.299258215791006","-43.54217039114086","-6.430334315186695","-5.8241079047746105","-18.975964792228865","-22.298383957091886","-39.561797532261785","-9.627372952374943","-10.456422668328624","-11.277065158425987","-17.91745747074888","-2.5992569538010084","-7.485899104948359","-52.40494175299613"
"1037","-12.982774996159455","-16.59207086978625","-45.75132325674378","-6.986517819702924","-7.195894765055522","-20.437190314181553","-22.480068280615402","-40.3048118616265","-9.343327920106042","-11.207695108681463","-12.014343112548332","-19.09840825275817","-2.675239035286915","-8.242708950753538","-56.83853598730462"
"1038","-14.061913893221504","-16.81863742115182","-47.15229676316823","-7.366824734855982","-8.460880249898256","-21.657542372344277","-22.36673382086608","-40.85615202375791","-8.73017542881619","-11.803666481641015","-12.861789316681985","-20.066384861539014","-2.6404827558428026","-9.013178080427085","-60.40853424790927"
"1039","-14.864117142975152","-16.98354685924402","-47.64645919816505","-7.554397479596079","-9.598845047773736","-22.571708419056673","-21.97312642410407","-41.1367331475066","-7.824744044217405","-12.325230740124173","-13.784670022915","-20.782470106997422","-2.5095843767324415","-9.628941536437955","-62.97372650518745"
"1040","-15.244044110803658","-17.056617463143606","-47.257807061689995","-7.5054962170884245","-10.539958372818313","-23.04867676865433","-21.266911247093784","-41.05189654196266","-6.689978928933399","-12.505452734099162","-14.719792386578142","-21.1948895270519","-2.335482784166308","-10.306080168520698","-64.39577422164372"
"1041","-15.180639289232728","-17.112285593423124","-46.07304815686466","-7.293768033187828","-11.19339245793449","-23.095791282616393","-20.610500196347928","-40.74796911456598","-5.3856620354196885","-12.563334780309317","-15.594622533701097","-21.304652160080135","-2.15353214624589","-11.050468652945995","-64.57143837126206"
"1042","-14.698384857851243","-17.184020764110212","-44.344662458721544","-7.058615825056017","-11.539245840164154","-22.657058035391177","-19.816878787670063","-40.38232539788946","-3.9893757771410585","-12.841456661947227","-16.33781097146642","-21.10763402266514","-1.9729863573472766","-11.848601386187855","-63.85853306272296"
"1043","-13.8729126635128","-17.327972405461768","-42.12635332110228","-6.722481972391444","-11.466867805478703","-21.770657197614764","-18.933594165103536","-39.90297556676971","-2.600283511345575","-13.164010797414427","-16.914871235378783","-20.598218302323964","-1.7877938206702992","-12.670864755402885","-62.4298830273545"
"1044","-12.78606992033684","-17.56474049147977","-39.59809095410178","-6.340819158412102","-10.982488340820355","-20.57461994347446","-17.98943432762571","-39.447501088274066","-1.3862143696638913","-13.509027747241683","-17.33419206300261","-19.798462120285286","-1.6084418926221675","-13.492088249488337","-60.4503728945236"
"1045","-11.527720755140576","-17.895037954872954","-37.100736577823355","-5.903872398573715","-10.137884028169758","-19.188389609294607","-17.046942138438173","-39.06843790791951","-0.4529287650390348","-13.857331576084073","-17.559816524222754","-18.758019816000125","-1.4534546605353835","-14.289089579802898","-58.10946313369315"
"1046","-10.229636448502283","-18.29216121794823","-35.16162503026036","-5.4909294750822975","-9.06604084682333","-17.741384591239836","-16.3399471120393","-38.84681016728558","0.10729803371505042","-14.20988381375016","-17.60019873604543","-17.56292652151784","-1.3236178701429453","-15.045210139050809","-55.58717652788112"
"1047","-9.036289637190919","-18.75422342882061","-33.78517925921786","-5.094618521163445","-7.853593594036314","-16.352029648820608","-16.008960969417192","-38.85139358344121","0.23159899401669032","-14.497503261637984","-17.41796676097514","-16.30168608367808","-1.196256220204901","-15.712485822485977","-53.08703537175636"
"1048","-8.050723685666009","-19.259559098591318","-33.41912674661219","-4.8400707261076485","-6.60042260034304","-15.155969623859601","-16.87017647825831","-39.19835235497366","-0.10733240963124335","-14.840988697726438","-17.035317582684286","-15.048556474231047","-1.1198948117227796","-16.219767221095683","-50.73287886297163"
"1049","-7.327539159043156","-19.773434439010416","-33.76550433856085","-4.838691542730223","-5.2686407830459165","-14.225048956555925","-18.34086552021619","-39.89176669602758","-0.8456561083687133","-15.201750180598516","-16.51547739569578","-13.86874109367522","-1.1322367324207594","-16.46810165053355","-48.71705633890738"
"1050","-6.8930685086016235","-20.234739535878056","-34.79220220591314","-5.108966677437191","-3.9676127769974445","-13.656247336816728","-19.835705660590897","-40.95795032201938","-1.8256807043601995","-15.567443638488927","-15.939770977186694","-12.841794374613887","-1.2516478876026225","-16.4199167259464","-47.163575102786865"
"1051","-6.774536264554456","-20.680870280917482","-36.51406722506615","-5.6684056648369685","-2.71065503157059","-13.544581345931636","-20.88843927839748","-42.35232445711019","-3.0078760308618286","-15.936632897945557","-15.347197918699665","-11.911914148396457","-1.5146225073386312","-15.993515434385365","-46.16104921597573"
"1052","-6.96024454281299","-21.055679482373687","-39.054236310476306","-6.492942640416197","-1.5016472119660251","-13.939560880844414","-21.79467047421348","-44.047328363411296","-4.3015411712275196","-16.403499828429677","-14.802703157368182","-11.097681354749477","-1.8810436294966069","-15.380604830405327","-45.843377758879974"
"1053","-7.45694599138298","-21.36781483552865","-42.253570230256976","-7.528027741235917","-0.566012296185673","-14.924361133989567","-21.77302584275863","-46.033110160039286","-5.5638274537607035","-16.960600090787388","-14.404336396032951","-10.450060427749026","-2.2600267711789415","-14.603670528766363","-46.08141053145759"
"1054","-8.21935779954077","-21.524342690309826","-45.963772445937664","-8.629684690203032","0.2699435212417144","-16.471430128681625","-22.748279303445834","-48.31167116872562","-6.673132847530624","-17.57932284706601","-14.135105243163649","-9.861009536850668","-2.6243815711749288","-13.65608375752047","-46.73965336725692"
"1055","-9.195716673217118","-21.61319674643944","-50.15666833868617","-9.755078718504503","0.7191415535502803","-18.455675191705495","-24.307336834308657","-50.697821853692226","-7.5669311407973785","-18.135434528310718","-14.047186806886248","-9.356957108120543","-2.9126896642960176","-12.658593145399774","-47.65719953441139"
"1056","-10.318465597798866","-21.636604719596473","-54.631227430710325","-10.87473782137737","0.868384341193222","-20.7629806336298","-25.5461400465227","-53.042838051308955","-8.224373486588249","-18.69803960718251","-14.114237066790666","-8.951590036289328","-3.073893666822906","-11.624374190361857","-48.69610847962947"
"1057","-11.508907943937874","-21.578658002747982","-59.14345903660668","-11.92611372402202","0.6137662795153294","-23.256177216563714","-26.547691304806104","-55.27076396306387","-8.67285265358658","-19.14195760246755","-14.35054739549451","-8.676950302598437","-3.075796306880775","-10.597742496252955","-49.690022253344"
"1058","-12.749298481573828","-21.380779491733644","-63.39628665867711","-12.93708236442362","-0.039232468549442734","-25.843819931098345","-27.337216818841508","-57.25043997946459","-8.916551818085717","-19.486395542517524","-14.706380210642617","-8.488783573325053","-2.936660231140944","-9.622098507054602","-50.64004183824332"
"1059","-13.850741543703327","-21.133876048527622","-67.05009871072285","-13.89303587375817","-1.097701335148307","-28.382031860189617","-28.050345193633966","-58.89326654257023","-8.975705433232472","-19.74730236106324","-15.226362211447409","-8.406716590577656","-2.631382111041889","-8.74338296576827","-51.22955033770535"
"1060","-14.823361074223902","-20.802564394452947","-70.00387508729446","-14.77950383216195","-2.5963281401275013","-30.781764468174348","-28.64332211513406","-60.123922791140515","-9.004536620017227","-19.944601360657852","-15.844871624892034","-8.489963451977774","-2.2333183432115002","-8.108497783927795","-51.40250669563341"
"1061","-15.624775796535204","-20.50658676185487","-71.83596977153998","-15.550979548654402","-4.486419187996886","-32.915673155490204","-29.13842213731025","-60.94337177582613","-8.998718422991827","-20.06145513988656","-16.521333857727605","-8.757403677787622","-1.7996421508560292","-7.529182563286306","-51.074643764117376"
"1062","-16.234606459448916","-20.316208188279372","-72.89341518222535","-16.211779191302206","-6.626395113689755","-34.70138063946272","-29.500612836373996","-61.384473790305385","-8.953343471787155","-20.247288201740243","-17.17430381514241","-9.199000567885328","-1.3839460957772878","-7.020441842140486","-50.23172917302757"
"1063","-16.652348686948287","-20.279442409690496","-73.21873763182485","-16.722482753134837","-8.894238032668905","-36.08762555250747","-29.77978514857532","-61.33810791498827","-8.91722195181063","-20.4278124605357","-17.759142035849624","-9.859287191597074","-1.054432609712869","-6.600227027644828","-48.96185711748288"
"1064","-16.85532660091033","-20.39630268122058","-72.9830916252354","-17.16155337554246","-11.230844777991596","-37.04763094370395","-30.059066606550818","-60.87409510659241","-8.92073397107646","-20.586015067679277","-18.212282518002922","-10.728406193947167","-0.850903945967447","-6.499072531025142","-47.37298652213078"
"1065","-16.868105574248847","-20.69266805686075","-72.2172917429963","-17.5269630484931","-13.524459750896238","-37.57470041320784","-30.26039757083973","-60.00613829258384","-9.024057772449524","-20.738831648055655","-18.492867115154684","-11.824592500467363","-0.8018017928784016","-6.568833738539881","-45.581362297214156"
"1066","-16.75045802754512","-21.17082135997006","-71.14356143274219","-17.861372900115903","-15.646039365598076","-37.66823395683071","-30.341495094255464","-58.90552304528958","-9.262417076320006","-20.75146011613036","-18.58866959405408","-13.083119983349935","-0.9141295925961909","-6.812640248143226","-43.966670894155904"
"1067","-16.528822559012475","-21.841422129631017","-69.79694170402227","-18.076463051503023","-17.577605479585173","-37.36232951108611","-30.332805578519825","-57.451437579717066","-9.675383688982649","-20.625487632147077","-18.48566259099373","-14.440027064807975","-1.2130871303961661","-7.217909589238803","-42.45710697225404"
"1068","-16.206532736280767","-22.637966909999943","-68.44530658642924","-18.179044693734497","-19.36327283358235","-36.68467551273507","-30.179528928488278","-55.77745023926256","-10.286558468500518","-20.360155529336033","-18.200944761393373","-15.802501450861","-1.7516819355845556","-7.772636111516286","-41.09858112817874"
"1069","-15.790588690142279","-23.496488766715782","-67.2253399403464","-18.219386271184224","-20.838417940789178","-35.69272152596296","-29.828952271586502","-53.778751039426226","-11.075976928253132","-20.041318347410968","-17.743133050157336","-17.112741193629635","-2.5334815519689675","-8.464082192628032","-40.02261168344086"
"1070","-15.308209577830025","-24.319233421652424","-66.06306685710705","-18.20881541361605","-21.886767589639824","-34.503525584527644","-29.273357010586132","-51.51165021632618","-11.685992908113878","-19.720070692143956","-17.149906652851893","-18.357013434791384","-3.4533963397313006","-9.254496885479664","-39.18634594045879"
"1071","-14.782358220235205","-25.12805190942902","-65.11839085622648","-18.137234298233263","-22.53002396492837","-33.191519601553615","-28.66821959618619","-49.146143441896804","-12.170094612781952","-19.438636123931087","-16.44371889958963","-19.47812706206976","-4.4476501033860645","-10.040408671801009","-38.588337960365166"
"1072","-14.243133371961362","-25.863146470619125","-64.45602335318824","-18.02776757211349","-22.78298909259878","-31.908238257573103","-28.00334215466368","-46.77082080719719","-12.560396012427187","-19.221781070510808","-15.718260056786391","-20.39803116283536","-5.478116903314678","-10.76419183890454","-38.275389142745425"
"1073","-13.70559947930489","-26.499290261392645","-63.6125000837241","-17.888462448557465","-22.54368329419952","-30.696015231569085","-27.245212680742178","-44.473249428917256","-12.788744088749876","-19.036348159975844","-15.057983703799286","-21.056030482532833","-6.546452070197844","-11.3755165279422","-38.225725037260744"
"1074","-13.184352863352263","-27.003799913396048","-62.81918786629164","-17.643925228556583","-21.850680259695835","-29.6211922822609","-26.453847935778406","-42.396820983407466","-12.814427820169854","-18.846478249430497","-14.511581128885874","-21.39709537586245","-7.58921181848149","-11.908616753176632","-38.31765041614009"
"1075","-12.696196695360708","-27.313148480115615","-62.03057445630736","-17.292890382650977","-20.71261854540161","-28.721670744839813","-25.534863785558198","-40.576881559550586","-12.65830745687155","-18.68988675316996","-14.066291860432507","-21.29697446327796","-8.595899623128647","-12.383226054102568","-38.46004202783244"
"1076","-12.215586600138135","-27.38439500158018","-61.518369028425525","-16.824202966117767","-19.32258572891707","-28.0034568441416","-24.453532011524917","-38.89798653579798","-12.265080607441227","-18.63421436699359","-13.694258835861163","-20.83208815704194","-9.422802741297923","-12.950292084765767","-38.560514780609985"
"1077","-11.768045341568454","-27.150667595654394","-60.86242777956825","-16.23935407763599","-17.77464594571057","-27.480685461918455","-23.14795306403561","-37.4324201914974","-11.590536151589859","-18.54891788913573","-13.527844536719817","-20.006800544782646","-10.168670473152192","-13.475361154773822","-38.583075848876966"
"1078","-11.326905430827917","-26.56851089713936","-59.91627663342468","-15.494104433898773","-15.958436990913102","-27.042780715713725","-21.650222825278647","-36.1942049800519","-10.631407573173714","-18.447485678879257","-13.482496109281783","-18.77495678028","-10.847673968562853","-13.941359098808448","-38.48568795822259"
"1079","-10.926716855383177","-25.78539813456841","-58.790129597101206","-14.741750842772278","-14.085796020150529","-26.647802817909252","-20.05134874417043","-35.18168258953787","-9.45332426421976","-18.251485965409604","-13.534018987559364","-17.273097768954003","-11.925227676323855","-14.327785286235022","-38.28166648689849"
"1080","-10.557352006049884","-24.734129197331534","-57.19096219026393","-13.964280212687585","-12.107762834916663","-26.276530586969052","-18.435056792518104","-34.35641384388193","-8.106920510114364","-17.93527235473736","-13.627019598443516","-15.527499201168522","-12.590601711241469","-14.582881509938616","-37.90492391029209"
"1081","-10.23616896154616","-23.387169765611908","-55.16671241048945","-13.202983851885453","-10.237097370842598","-25.881162509398724","-16.787563445318092","-33.84813638181293","-6.686778870930681","-17.46811078589341","-13.721134540272734","-13.589531165251831","-12.786258858905255","-14.650817107044505","-37.183071250230526"
"1082","-9.974097864829996","-21.813968411326723","-52.66758121553056","-12.477908289407367","-8.450139794664167","-25.459271907986793","-15.13455055962543","-33.63946726338736","-5.251653176277452","-16.94152194606439","-13.762721983624969","-11.528183750846214","-12.410418053887781","-14.556615142440542","-36.15719971752141"
"1083","-9.781187589286084","-20.15442790196949","-49.84953397176947","-11.796964453563461","-6.7415768813818735","-25.001550515831905","-13.540091750995387","-33.714283644091246","-3.93747200324004","-16.33964069055994","-13.707325439259568","-9.550812555650028","-11.688602012535425","-14.319196853168803","-34.90605269265747"
"1084","-9.690611728602367","-18.435176311219763","-46.7894888591921","-11.159200908381765","-5.1774903237863485","-24.527022775026428","-12.105151523548535","-34.042467120494486","-2.8330007050518944","-15.698285027993094","-13.489007284512084","-7.751167283941921","-10.721457136289164","-13.955333339194706","-33.48532814130431"
"1085","-9.702314393384109","-16.80730344355945","-43.55224440678928","-10.579116703579086","-3.774065331841273","-24.05532390344948","-10.933864689900817","-34.63111281015825","-1.8890396716422482","-15.063347617539813","-13.109054077128988","-6.18558749486299","-9.593438729015663","-13.337080345962647","-31.944590691623567"
"1086","-9.828302384604768","-15.327959481106909","-40.33684470913195","-10.059961470907684","-2.5297025170881007","-23.60583090840749","-10.008245549532829","-35.46589959099691","-1.156545875212783","-14.48518378794131","-12.475546216931304","-4.909438737172662","-8.390368098396587","-12.595762612169835","-30.518699653625387"
"1087","-10.062158429835895","-14.037430152202694","-37.178931116356246","-9.611416776543704","-1.5072476514507767","-23.19113698193571","-9.450505376350801","-36.41423657250307","-0.6905242708858563","-13.881836657949144","-11.843612245153519","-4.05515622023737","-7.170245695964598","-11.776136381791009","-29.257045734172568"
"1088","-10.391600023364063","-12.979220209161467","-34.24371228166212","-9.277115541106326","-0.7615736965680457","-22.835981934733784","-9.229550389333621","-37.48605633028285","-0.5306065403471973","-13.289746894456945","-11.260101887749244","-3.7242247169064666","-6.0010451267047165","-10.882653172141374","-28.20292495005284"
"1089","-10.82287266242231","-12.160938838393742","-31.627933242604374","-9.0896511215141","-0.25816495872789447","-22.56293258179663","-9.294222718347486","-38.64408601494966","-0.6629363089193375","-12.737531262898168","-10.758854847488317","-3.7388232006774706","-4.953390443680457","-9.956112527447619","-27.313849739118357"
"1090","-11.35065516073011","-11.523314539134798","-29.55911020287823","-9.078084363855131","-0.02533660613041472","-22.423586026601797","-9.718732481076543","-39.919922132541146","-1.058802575194762","-12.105311902287502","-10.3525048617505","-4.0377641688633235","-4.07812001270728","-9.022412743433444","-26.632062969976584"
"1091","-11.995019454786963","-11.063923432112553","-28.16998077304471","-9.189506308429833","-0.0715090653640173","-22.44686241388364","-10.574765029030369","-41.221876146193665","-1.7064632855971498","-11.374787436005159","-10.050102890758538","-4.593237603436547","-3.580988348041906","-8.119177340695764","-26.239239391293744"
"1092","-12.725070216914077","-10.78157341363585","-27.412212182260355","-9.374057126679533","-0.23353439856930291","-22.64423140222089","-11.892688869883411","-42.48557601983051","-2.593302435510943","-10.667415580166445","-9.881550354119272","-5.34197155022442","-3.282759445654547","-7.3060511033007804","-26.17148853037438"
"1093","-13.532011134987489","-10.69408927586468","-27.22358775088809","-9.640045927680209","-0.5168064487143836","-23.023856317788585","-13.696772865178188","-43.58957645751777","-3.638999730801862","-10.078221259244511","-9.85312975866656","-6.275333760919612","-3.1015951889656335","-6.5926357309043695","-26.440726673866394"
"1094","-14.409362882964015","-10.843967392293278","-27.755983701262323","-9.940722738548454","-1.0141514679598693","-23.58030700375272","-15.944041109180459","-44.48823522976541","-4.674479186528753","-9.571731098493073","-9.961224118577265","-7.374963769860132","-2.9759310975787585","-5.992297954642024","-26.928068172137003"
"1095","-15.324796550372511","-11.308338615799707","-28.671517949138924","-10.26558053315841","-1.8751827073832754","-24.299072862916248","-18.460111575862044","-45.2733052486261","-5.983061397161872","-9.196706177249736","-10.22607096485968","-8.556465647144","-2.9345321726297957","-5.489318329346869","-27.656252492442015"
"1096","-16.2411734485942","-12.055531563160724","-29.698003242964326","-10.530752913027964","-3.0600264076599335","-25.174706624973886","-21.155998244132107","-46.00323794714338","-7.5056585121032775","-8.943722318464605","-10.615303794452513","-9.743394858025162","-2.981161688998224","-5.128905726250066","-28.58640943634544"
"1097","-17.115364434064876","-13.028540440639256","-30.738829288656284","-10.772963672269583","-4.435866533714858","-26.122725215254317","-23.836343947714568","-46.65842501627831","-9.132273945518214","-8.697824581130922","-11.09609158696076","-10.897183479795169","-3.1788579102215344","-4.8817874778566175","-29.567657207380854"
"1098","-17.893209907795097","-14.041391613525155","-31.983673859888412","-11.011210662051802","-5.827618591494363","-27.09053864275337","-26.43716800763105","-47.1911278713197","-10.788983052346271","-8.467671221309175","-11.620994843125755","-11.9483993317079","-3.4890405618658957","-4.730243001080655","-30.493100478712996"
